,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies
6511,134,13,11,0,6
6512,89,22,50,0,1
6513,93,3,8,0,1
6514,65,14,5,0,1
6515,81,11,20,0,1
6516,274,23,31,0,1
6517,73,17,44,0,7
6518,131,35,76,2,3
6519,62,18,32,0,9
6520,74,28,50,4,2
6521,70,24,65,0,2
6522,68,2,67,2,1
6523,89,16,59,0,1
6524,67,22,0,1,2
6525,73,8,23,0,1
6526,73,30,29,0,3
6527,108,26,71,0,1
6528,110,11,32,1,7
6529,65,23,5,0,1
6530,87,2,55,2,5
6531,70,21,5,0,1
6532,103,20,54,0,1
6533,74,29,18,3,2
6534,65,0,99,0,3
6535,92,11,57,0,1
6536,61,13,52,0,3
6537,95,22,59,0,2
6538,66,15,38,0,8
6539,110,20,43,0,5
6540,190,8,53,0,4
6541,84,1,9,0,6
6542,124,4,22,0,3
6543,82,32,46,0,3
6544,70,14,98,0,1
6545,96,2,84,0,9
6546,65,8,81,0,3
6547,71,10,5,0,6
6548,81,0,41,0,1
6549,78,13,12,0,6
6550,83,14,92,1,3
6551,64,14,96,0,1
6552,71,17,15,0,2
6553,79,21,53,1,7
6554,185,13,39,3,2
6555,102,1,77,0,6
6556,69,12,89,0,1
6557,106,31,37,0,2
6558,68,0,45,0,1
6559,102,17,77,0,2
6560,102,35,48,0,2
6561,74,14,3,0,1
6562,73,17,88,1,9
6563,70,2,33,0,9
6564,116,15,80,0,1
6565,72,3,87,2,6
6566,62,5,74,0,2
6567,69,17,46,0,2
6568,110,6,65,0,2
6569,140,3,76,0,2
6570,92,11,72,0,1
6571,102,10,77,0,2
6572,73,8,71,1,2
6573,61,33,12,0,1
6574,69,24,47,1,3
6575,78,21,9,0,9
6576,107,26,91,0,5
6577,62,9,47,0,8
6578,63,35,15,0,2
6579,70,22,27,0,2
6580,83,29,52,0,1
6581,180,7,59,0,1
6582,68,31,30,1,3
6583,62,26,81,0,1
6584,219,25,50,0,2
6585,86,10,52,0,1
6586,66,6,71,2,1
6587,73,5,79,0,6
6588,71,15,81,1,1
6589,62,13,34,4,3
6590,129,23,33,0,1
6591,70,3,57,0,1
6592,61,17,1,1,7
6593,62,12,38,0,2
6594,73,4,0,0,8
6595,74,21,23,0,3
6596,132,23,33,0,2
6597,121,23,20,0,1
6598,102,23,50,0,8
6599,185,3,71,0,1
6600,71,13,24,0,1
6601,61,9,94,0,1
6602,107,28,23,1,1
6603,74,3,64,0,1
6604,94,25,55,0,1
6605,132,6,15,0,2
6606,102,10,85,0,2
6607,111,1,72,0,2
6608,69,3,92,0,1
6609,71,11,48,0,1
6610,72,33,77,0,3
6611,123,22,25,0,6
6612,95,16,28,0,1
6613,85,11,27,0,2
6614,72,3,68,0,5
6615,72,18,25,0,2
6616,112,34,62,1,2
6617,104,10,74,0,7
6618,65,5,59,1,1
6619,66,1,41,0,1
6620,72,28,61,0,1
6621,64,4,41,3,3
6622,73,17,64,0,3
6623,118,3,26,0,1
6624,72,24,27,0,1
6625,74,3,63,0,2
6626,247,2,32,0,1
6627,128,1,26,0,7
6628,125,10,26,0,1
6629,85,21,32,0,2
6630,84,23,39,1,1
6631,101,32,51,0,3
6632,111,20,28,0,2
6633,64,10,34,0,4
6634,113,20,44,0,9
6635,135,24,35,0,1
6636,73,0,8,0,1
6637,158,4,78,2,1
6638,61,7,45,0,1
6639,76,4,24,0,1
6640,66,6,4,0,7
6641,90,3,74,0,4
6642,131,10,3,0,2
6643,89,0,8,0,3
6644,79,11,45,1,2
6645,83,35,77,0,1
6646,70,10,23,1,1
6647,64,0,74,0,1
6648,94,7,86,4,1
6649,81,16,69,0,1
6650,90,25,40,1,2
6651,74,7,40,0,1
6652,71,26,40,0,2
6653,64,13,11,0,3
6654,276,33,91,0,1
6655,98,19,96,1,1
6656,62,17,3,0,3
6657,156,12,96,0,1
6658,77,10,12,0,6
6659,65,9,31,0,2
6660,96,28,90,5,5
6661,129,20,0,0,5
6662,69,31,70,0,1
6663,83,3,33,0,1
6664,80,25,72,0,1
6665,65,5,63,2,2
6666,91,16,63,0,1
6667,170,10,74,0,5
6668,94,20,91,2,5
6669,82,27,20,0,1
6670,67,10,50,2,2
6671,73,14,59,0,5
6672,62,3,12,0,2
6673,64,13,1,0,5
6674,70,27,15,0,1
6675,77,13,57,0,9
6676,69,30,8,0,1
6677,107,22,73,0,3
6678,74,4,30,0,1
6679,107,0,57,0,1
6680,65,8,53,0,8
6681,105,14,84,0,2
6682,64,14,71,0,2
6683,99,9,17,0,1
6684,61,17,1,1,7
6685,61,22,12,4,6
6686,89,32,59,0,2
6687,91,22,75,0,3
6688,135,0,30,0,1
6689,112,29,71,0,1
6690,87,6,77,0,7
6691,93,27,21,0,1
6692,108,28,10,0,1
6693,194,15,46,1,2
6694,109,19,49,2,2
6695,102,10,77,0,2
6696,113,18,92,0,2
6697,109,16,70,1,1
6698,116,8,1,0,4
6699,63,16,52,0,2
6700,76,7,82,1,3
6701,109,10,70,0,1
6702,67,12,53,0,2
6703,67,6,26,0,4
6704,61,1,31,0,6
6705,68,19,2,3,2
6706,68,11,17,1,5
6707,73,4,71,1,8
6708,138,20,11,0,1
6709,92,9,87,0,1
6710,73,6,12,0,1
6711,66,5,40,3,1
6712,66,32,20,0,1
6713,69,10,92,0,5
6714,68,2,46,0,1
6715,65,16,93,0,1
6716,61,10,36,0,4
6717,74,16,10,0,3
6718,83,13,62,0,9
6719,88,7,3,0,2
6720,181,11,43,2,5
6721,115,1,61,0,2
6722,67,24,12,0,1
6723,96,2,71,0,3
6724,62,5,16,0,6
6725,110,9,42,0,1
6726,93,31,68,0,2
6727,121,12,13,0,1
6728,61,32,85,0,2
6729,117,8,89,0,2
6730,86,2,13,1,7
6731,96,33,30,2,4
6732,154,33,24,0,1
6733,77,0,64,0,2
6734,82,35,22,0,2
6735,69,19,17,4,1
6736,118,1,50,2,7
6737,61,28,89,0,8
6738,62,24,32,0,1
6739,70,7,33,2,1
6740,122,27,2,0,1
6741,89,15,83,0,1
6742,110,7,90,0,5
6743,67,29,40,0,9
6744,95,6,99,0,5
6745,83,10,12,1,8
6746,94,3,40,0,1
6747,127,13,31,0,1
6748,139,16,50,0,1
6749,73,9,28,2,2
6750,68,22,54,3,6
6751,89,1,84,1,4
6752,73,18,45,0,5
6753,105,31,34,0,2
6754,69,1,78,0,9
6755,118,10,69,1,1
6756,74,19,50,0,1
6757,72,18,12,0,1
6758,63,9,21,0,1
6759,117,16,51,0,8
6760,69,35,72,0,5
6761,65,10,56,1,3
6762,139,4,98,1,1
6763,71,25,29,0,3
6764,96,2,38,0,2
6765,88,18,7,0,5
6766,74,30,17,1,3
6767,70,7,7,0,1
6768,124,13,31,0,1
6769,113,12,59,0,7
6770,85,30,53,0,1
6771,73,16,32,0,3
6772,113,20,44,0,9
6773,181,34,52,0,1
6774,68,2,82,0,2
6775,69,3,90,0,1
6776,65,7,14,0,6
6777,70,13,11,2,6
6778,229,14,72,0,2
6779,79,14,27,0,1
6780,71,6,65,0,1
6781,104,7,76,0,9
6782,99,0,75,0,1
6783,67,32,18,0,1
6784,72,11,66,0,6
6785,76,7,84,0,2
6786,67,15,52,0,2
6787,64,4,61,0,1
6788,61,14,80,0,3
6789,67,4,19,0,7
6790,104,27,13,1,1
6791,67,5,19,5,1
6792,94,5,35,0,8
6793,99,34,87,0,2
6794,72,17,28,2,1
6795,102,23,87,0,2
6796,104,12,60,0,2
6797,105,18,50,0,1
6798,61,16,55,0,1
6799,67,10,9,2,1
6800,63,15,67,0,1
6801,69,27,56,0,7
6802,77,13,35,0,3
6803,113,9,68,0,8
6804,87,13,76,0,2
6805,73,3,27,0,1
6806,70,12,3,0,1
6807,77,18,15,3,9
6808,66,15,66,0,8
6809,128,30,61,0,1
6810,98,6,4,0,1
6811,97,23,38,0,1
6812,121,24,78,0,6
6813,102,9,74,0,8
6814,66,4,83,0,2
6815,83,23,1,0,1
6816,67,24,19,0,1
6817,119,23,41,0,2
6818,62,26,30,0,1
6819,121,12,16,0,1
6820,125,24,4,0,1
6821,91,28,42,0,1
6822,150,27,0,2,1
6823,104,17,61,0,2
6824,97,19,18,0,1
6825,103,10,41,5,1
6826,65,1,67,0,1
6827,71,7,11,0,1
6828,68,6,50,0,2
6829,133,0,44,0,3
6830,193,12,6,0,2
6831,63,29,51,0,9
6832,99,12,28,0,1
6833,67,8,62,0,2
6834,105,24,22,1,1
6835,61,5,80,0,2
6836,109,1,73,0,2
6837,65,33,18,1,2
6838,68,1,96,0,2
6839,88,4,83,0,1
6840,105,2,54,0,1
6841,73,32,89,0,1
6842,69,12,81,0,5
6843,72,18,39,0,4
6844,72,33,39,0,7
6845,96,2,81,0,7
6846,89,32,59,0,2
6847,78,17,37,3,7
6848,63,7,63,1,1
6849,91,8,56,0,2
6850,97,31,58,0,3
6851,133,7,42,0,4
6852,78,32,66,0,5
6853,65,13,88,0,3
6854,122,9,48,0,2
6855,90,31,30,0,3
6856,129,1,75,0,1
6857,171,8,12,1,3
6858,94,34,20,0,2
6859,63,35,67,0,2
6860,66,13,59,0,1
6861,110,27,92,0,2
6862,102,26,77,0,4
6863,72,2,12,0,9
6864,73,29,15,2,2
6865,61,0,47,3,9
6866,89,22,93,0,2
6867,95,4,24,0,1
6868,70,35,56,0,3
6869,104,3,62,0,3
6870,71,21,31,0,1
6871,94,13,89,2,7
6872,290,11,18,0,5
6873,62,15,56,1,2
6874,93,17,11,0,4
6875,77,25,27,2,1
6876,84,19,80,2,8
6877,103,18,37,0,2
6878,72,30,26,0,8
6879,113,0,27,0,9
6880,100,14,8,0,7
6881,78,21,23,3,3
6882,106,11,19,1,1
6883,73,15,82,0,3
6884,119,34,74,2,2
6885,132,4,42,0,4
6886,68,5,86,0,7
6887,87,2,68,0,5
6888,74,5,42,3,2
6889,118,14,64,0,4
6890,83,28,73,0,1
6891,62,18,50,0,3
6892,70,2,48,3,1
6893,66,7,56,0,1
6894,63,7,47,0,3
6895,78,9,63,0,1
6896,116,23,14,3,1
6897,85,20,61,4,1
6898,137,19,30,0,1
6899,65,16,93,0,1
6900,96,22,54,0,7
6901,64,24,1,0,1
6902,66,16,30,0,1
6903,67,18,53,0,8
6904,109,10,59,0,2
6905,297,28,25,1,1
6906,61,25,47,0,8
6907,61,5,53,0,3
6908,107,9,18,0,1
6909,116,11,42,0,5
6910,69,0,66,0,8
6911,119,9,74,0,2
6912,66,28,73,0,1
6913,183,1,85,0,1
6914,99,9,64,0,2
6915,67,14,53,4,2
6916,65,8,50,0,1
6917,116,6,87,0,1
6918,122,19,72,2,3
6919,64,5,20,2,5
6920,88,32,22,0,2
6921,107,17,81,0,1
6922,195,20,61,0,1
6923,95,20,50,0,1
6924,71,3,14,0,1
6925,118,0,37,0,3
6926,111,31,28,0,8
6927,115,11,47,0,1
6928,181,6,21,0,3
6929,74,7,63,0,1
6930,78,21,76,0,8
6931,72,11,3,0,1
6932,68,23,97,0,1
6933,62,4,25,0,9
6934,78,26,14,0,1
6935,65,35,72,0,3
6936,107,31,60,0,1
6937,85,23,5,0,1
6938,63,4,52,0,2
6939,88,16,8,0,2
6940,115,2,75,0,2
6941,87,31,9,0,9
6942,69,18,36,3,9
6943,96,19,38,0,1
6944,67,13,48,0,2
6945,194,17,40,1,3
6946,71,20,78,4,3
6947,117,5,90,1,2
6948,84,33,70,0,7
6949,68,5,36,0,2
6950,67,0,71,1,3
6951,111,18,63,0,1
6952,88,8,2,0,2
6953,109,11,23,0,9
6954,74,17,40,0,3
6955,191,21,14,0,8
6956,63,15,67,0,1
6957,64,3,53,1,7
6958,114,25,36,1,3
6959,70,0,96,0,1
6960,90,18,84,0,2
6961,70,21,65,0,2
6962,182,30,84,0,1
6963,219,30,69,0,1
6964,68,13,79,0,1
6965,101,6,43,0,9
6966,66,6,27,0,1
6967,67,29,39,0,2
6968,71,21,22,3,1
6969,124,11,36,0,3
6970,61,2,73,0,7
6971,195,9,33,1,5
6972,139,5,56,0,2
6973,105,3,92,0,1
6974,65,10,56,1,3
6975,116,21,64,0,3
6976,62,31,0,0,3
6977,137,34,82,0,2
6978,125,10,43,0,9
6979,61,10,72,0,7
6980,66,33,37,0,4
6981,64,29,26,0,5
6982,115,21,78,0,2
6983,98,23,35,1,7
6984,88,16,80,0,6
6985,93,22,10,0,5
6986,84,8,49,0,1
6987,73,29,68,1,5
6988,123,1,67,3,1
6989,110,33,0,0,1
6990,66,18,66,0,6
6991,84,16,0,0,2
6992,67,20,99,0,3
6993,100,33,86,0,1
6994,172,5,33,0,1
6995,62,10,34,0,5
6996,110,35,58,0,2
6997,84,18,25,1,4
6998,109,28,96,0,2
6999,99,0,71,0,1
7000,91,21,23,0,3
7001,73,33,76,0,5
7002,103,5,61,0,2
7003,101,6,73,0,8
7004,93,30,66,0,5
7005,122,15,47,0,9
7006,63,34,90,4,2
7007,62,18,82,0,2
7008,64,23,19,0,2
7009,90,8,20,3,2
7010,101,16,59,0,1
7011,92,24,95,4,1
7012,62,2,24,1,2
7013,99,1,74,0,2
7014,80,5,72,0,3
7015,116,15,80,0,1
7016,113,11,91,0,5
7017,73,31,30,1,2
7018,66,16,26,4,2
7019,69,13,15,0,1
7020,101,6,36,0,3
7021,99,0,86,0,3
7022,62,2,2,0,1
7023,194,23,34,0,7
7024,78,15,92,0,1
7025,109,2,46,1,3
7026,81,17,52,0,1
7027,86,5,63,0,9
7028,97,20,9,4,7
7029,72,34,45,1,1
7030,76,16,56,0,3
7031,67,32,10,0,3
7032,63,22,93,0,1
7033,70,34,10,0,2
7034,74,11,77,5,1
7035,71,25,29,0,3
7036,99,3,78,0,1
7037,90,1,93,0,2
7038,70,7,99,0,5
7039,64,3,45,0,8
7040,69,13,24,0,1
7041,102,2,56,2,2
7042,95,10,85,0,1
7043,63,4,20,0,2
7044,73,15,59,0,1
7045,65,0,76,3,2
7046,87,4,4,3,1
7047,114,20,87,0,1
7048,103,6,28,0,2
7049,66,8,66,2,3
7050,71,0,61,0,1
7051,217,1,80,0,3
7052,105,12,75,1,1
7053,66,23,90,0,2
7054,112,8,94,0,5
7055,63,5,70,0,3
7056,93,0,79,0,2
7057,112,31,17,0,1
7058,87,13,62,0,2
7059,63,29,90,0,2
7060,73,30,66,0,3
7061,69,5,89,0,1
7062,92,12,57,0,1
7063,118,31,20,0,4
7064,64,25,25,0,8
7065,95,11,38,4,4
7066,93,8,48,0,8
7067,65,16,93,0,1
7068,63,34,22,3,1
7069,63,22,96,0,1
7070,106,9,85,1,1
7071,104,33,19,0,2
7072,137,3,88,0,8
7073,94,33,95,0,1
7074,83,1,54,0,4
7075,101,8,81,0,2
7076,111,10,75,0,1
7077,106,13,18,1,1
7078,84,33,70,0,7
7079,113,8,99,0,4
7080,65,5,68,3,9
7081,62,21,1,0,1
7082,62,26,45,0,9
7083,61,2,54,2,1
7084,82,11,72,1,1
7085,74,6,84,0,8
7086,74,3,38,1,1
7087,70,1,85,0,1
7088,111,21,20,0,8
7089,72,3,93,0,5
7090,64,2,48,2,3
7091,69,8,24,0,6
7092,104,17,61,0,2
7093,109,4,26,0,3
7094,62,6,17,0,3
7095,109,11,80,0,2
7096,66,6,71,2,1
7097,71,7,36,0,3
7098,73,27,68,0,2
7099,66,6,4,0,7
7100,65,20,54,5,1
7101,117,3,94,0,1
7102,102,10,90,0,2
7103,129,1,0,0,5
7104,173,9,22,1,1
7105,63,26,27,0,7
7106,61,17,1,1,7
7107,129,21,59,0,3
7108,65,2,50,0,5
7109,62,22,46,0,3
7110,70,24,56,1,1
7111,69,9,89,0,2
7112,152,6,30,0,1
7113,112,30,30,2,3
7114,63,24,89,0,2
7115,80,20,88,1,8
7116,65,22,44,0,8
7117,103,14,34,1,2
7118,119,20,66,0,2
7119,68,16,21,1,8
7120,96,17,19,0,1
7121,83,30,72,0,7
7122,66,5,1,0,5
7123,64,23,3,0,3
7124,125,23,64,0,1
7125,72,5,85,3,1
7126,76,31,9,0,5
7127,234,31,15,0,9
7128,109,2,42,0,2
7129,88,26,88,0,2
7130,69,13,87,0,2
7131,66,15,24,0,2
7132,80,5,42,0,1
7133,95,35,18,0,2
7134,66,4,34,0,1
7135,66,16,35,4,1
7136,196,6,28,0,7
7137,111,31,74,0,5
7138,64,6,28,2,4
7139,122,15,47,0,9
7140,105,17,74,3,2
7141,97,10,3,0,2
7142,112,7,52,0,3
7143,106,3,90,0,8
7144,77,7,35,3,1
7145,67,14,13,0,9
7146,65,28,37,0,4
7147,62,0,26,1,1
7148,66,25,3,0,2
7149,72,17,20,0,4
7150,78,8,10,0,2
7151,82,15,20,0,2
7152,81,8,26,0,7
7153,77,15,49,0,1
7154,72,21,59,0,7
7155,66,25,3,0,2
7156,86,21,35,0,3
7157,67,21,85,0,8
7158,85,4,69,0,1
7159,62,20,9,0,7
7160,69,3,25,0,2
7161,62,2,97,0,1
7162,62,11,84,0,3
7163,74,4,52,0,1
7164,96,31,85,0,1
7165,117,3,33,0,9
7166,80,19,67,0,1
7167,66,5,31,1,6
7168,61,4,68,0,2
7169,63,0,34,0,2
7170,76,10,9,0,2
7171,78,0,63,0,1
7172,100,5,23,0,2
7173,65,21,3,1,4
7174,122,4,89,0,1
7175,65,4,88,1,6
7176,69,35,85,1,1
7177,132,13,47,0,3
7178,190,10,75,0,6
7179,66,9,38,0,3
7180,239,19,59,0,7
7181,92,13,17,0,1
7182,95,13,27,0,1
7183,70,3,94,0,2
7184,88,10,68,0,8
7185,63,29,51,0,9
7186,72,10,73,0,4
7187,128,5,52,0,2
7188,81,0,41,0,1
7189,77,1,35,0,2
7190,64,31,92,1,1
7191,87,18,41,0,9
7192,122,18,21,0,9
7193,86,3,62,2,3
7194,68,26,62,0,3
7195,106,5,98,2,6
7196,77,23,69,0,2
7197,115,12,65,0,3
7198,71,10,46,0,1
7199,79,16,8,0,3
7200,61,13,81,1,1
7201,129,20,78,4,2
7202,68,8,62,0,7
7203,73,5,94,2,1
7204,107,3,86,0,7
7205,62,17,77,0,3
7206,64,10,15,0,5
7207,65,9,31,0,2
7208,67,0,79,0,3
7209,66,35,28,0,5
7210,81,10,23,0,1
7211,78,18,33,0,5
7212,92,3,65,0,1
7213,69,32,1,0,1
7214,137,2,40,0,5
7215,104,27,76,0,1
7216,73,5,85,0,4
7217,65,17,41,0,2
7218,66,1,42,0,9
7219,226,23,69,0,1
7220,115,33,76,0,3
7221,133,4,58,0,3
7222,81,0,41,0,1
7223,211,17,69,0,9
7224,69,13,15,0,1
7225,109,2,98,1,2
7226,66,22,18,0,2
7227,67,17,4,0,4
7228,61,5,89,0,3
7229,99,20,9,0,2
7230,112,17,80,0,2
7231,112,34,56,0,5
7232,80,24,20,0,7
7233,96,28,90,5,5
7234,67,2,3,0,3
7235,114,1,61,0,6
7236,126,14,18,1,1
7237,165,10,35,0,1
7238,82,26,19,3,8
7239,110,29,19,1,2
7240,68,11,34,0,1
7241,70,2,24,0,1
7242,61,7,74,0,2
7243,104,33,31,0,7
7244,114,20,87,0,1
7245,84,18,25,1,4
7246,62,18,75,0,3
7247,96,3,15,0,2
7248,67,34,71,0,6
7249,70,14,20,0,1
7250,194,22,79,0,1
7251,86,18,10,3,1
7252,74,33,3,0,7
7253,63,4,18,0,3
7254,119,34,74,2,2
7255,123,3,12,0,1
7256,106,15,30,0,1
7257,65,11,52,0,1
7258,68,35,65,0,7
7259,118,1,59,0,2
7260,131,22,85,0,1
7261,62,26,72,0,3
7262,105,14,21,0,7
7263,97,1,66,0,2
7264,131,4,49,0,9
7265,84,19,26,2,4
7266,82,1,13,0,2
7267,108,23,16,0,5
7268,128,11,57,0,2
7269,66,23,34,0,1
7270,84,34,13,0,1
7271,76,16,56,0,3
7272,85,21,32,0,2
7273,99,28,71,0,4
7274,64,2,39,0,2
7275,136,10,41,0,2
7276,61,20,49,0,1
7277,100,19,56,2,2
7278,138,18,92,0,1
7279,73,9,61,3,6
7280,99,29,59,0,1
7281,63,7,3,0,1
7282,62,13,21,0,8
7283,192,34,18,1,2
7284,62,23,18,0,1
7285,79,21,53,1,7
7286,181,31,88,0,1
7287,91,24,52,0,3
7288,106,6,9,0,2
7289,112,26,27,0,1
7290,65,2,37,0,4
7291,115,22,65,0,2
7292,86,5,26,0,2
7293,74,15,8,4,1
7294,68,4,39,1,1
7295,108,9,51,0,5
7296,96,15,81,0,2
7297,70,1,91,0,1
7298,66,13,59,0,1
7299,90,21,0,0,2
7300,104,20,77,0,1
7301,73,25,56,0,2
7302,67,21,60,0,5
7303,217,14,40,1,2
7304,116,3,89,1,2
7305,67,19,50,0,2
7306,88,7,38,0,5
7307,109,23,45,0,4
7308,65,27,44,0,7
7309,123,1,67,3,1
7310,96,31,34,0,1
7311,110,6,46,0,2
7312,102,16,1,0,2
7313,125,6,61,0,2
7314,64,15,59,0,2
7315,63,21,12,0,1
7316,108,19,3,0,2
7317,94,0,54,0,1
7318,169,14,36,1,3
7319,123,13,60,0,1
7320,66,6,71,2,1
7321,64,34,24,0,3
7322,89,2,32,0,8
7323,90,9,69,0,9
7324,76,8,46,0,3
7325,83,20,76,0,2
7326,86,21,35,0,3
7327,63,0,88,1,2
7328,165,12,82,1,2
7329,90,15,44,1,1
7330,72,27,84,0,6
7331,73,15,58,1,1
7332,63,3,26,0,2
7333,67,0,1,0,1
7334,115,14,44,0,1
7335,112,0,82,0,3
7336,70,20,67,0,1
7337,70,8,74,0,3
7338,66,26,1,0,3
7339,83,12,75,0,6
7340,103,19,88,0,3
7341,198,4,31,0,9
7342,111,18,63,0,1
7343,92,20,56,0,1
7344,66,10,95,0,2
7345,69,5,61,0,1
7346,109,7,66,0,4
7347,71,23,59,0,1
7348,66,29,58,0,8
7349,65,24,45,1,4
7350,76,15,60,1,4
7351,108,13,75,0,4
7352,94,11,53,3,3
7353,67,4,25,0,2
7354,66,9,84,0,5
7355,77,32,68,0,6
7356,108,32,49,3,1
7357,92,34,92,0,8
7358,134,23,87,0,2
7359,90,5,57,0,7
7360,69,31,69,2,2
7361,71,26,41,0,7
7362,65,11,39,0,2
7363,70,4,64,0,7
7364,103,2,75,0,2
7365,190,9,67,0,7
7366,223,8,67,0,8
7367,69,25,34,0,1
7368,65,1,36,0,2
7369,71,7,64,0,1
7370,92,9,61,0,4
7371,83,4,84,0,3
7372,70,24,58,0,1
7373,73,4,34,0,2
7374,72,24,33,0,2
7375,65,3,51,3,1
7376,69,14,61,0,1
7377,91,11,79,0,9
7378,88,29,29,0,2
7379,76,11,38,0,1
7380,195,8,69,0,1
7381,98,19,96,1,1
7382,63,5,7,0,1
7383,117,21,7,0,2
7384,70,14,95,3,3
7385,72,21,65,0,3
7386,119,25,84,0,1
7387,181,10,46,1,1
7388,62,8,18,0,4
7389,61,12,5,0,1
7390,106,19,67,1,3
7391,66,32,37,0,3
7392,112,27,83,0,1
7393,72,20,11,0,2
7394,73,19,21,0,1
7395,138,28,16,0,4
7396,112,35,8,0,1
7397,106,29,23,0,2
7398,93,30,66,0,5
7399,118,6,20,0,1
7400,81,26,23,0,1
7401,66,12,20,1,4
7402,119,11,9,0,2
7403,86,25,4,0,1
7404,68,12,85,0,3
7405,214,8,89,1,2
7406,119,9,48,2,1
7407,65,3,91,0,2
7408,67,16,84,0,1
7409,65,9,60,1,2
7410,84,34,19,0,1
7411,72,12,9,0,1
7412,71,7,54,0,1
7413,66,5,66,0,2
7414,79,4,78,0,4
7415,93,7,33,2,1
7416,122,15,47,0,9
7417,74,18,24,0,3
7418,83,6,52,4,2
7419,109,20,52,4,7
7420,83,6,56,0,1
7421,63,22,2,1,2
7422,66,3,46,0,1
7423,81,0,41,0,1
7424,145,22,58,0,2
7425,102,22,20,0,2
7426,165,16,47,0,1
7427,71,11,51,0,2
7428,103,8,50,0,1
7429,92,15,46,0,1
7430,185,9,67,0,1
7431,184,19,80,0,1
7432,97,6,31,0,7
7433,119,1,58,0,7
7434,163,3,25,0,2
7435,145,0,85,0,1
7436,61,26,79,1,1
7437,122,23,38,1,1
7438,114,5,66,0,1
7439,84,11,55,3,1
7440,69,4,65,0,1
7441,93,19,51,0,2
7442,114,19,50,0,3
7443,94,25,73,0,4
7444,63,20,47,0,3
7445,113,1,88,0,2
7446,64,3,59,0,4
7447,66,7,43,1,5
7448,64,32,10,0,2
7449,104,23,76,0,1
7450,220,29,72,1,8
7451,126,13,91,0,1
7452,63,11,30,0,1
7453,71,1,43,3,3
7454,91,21,76,0,3
7455,283,16,43,0,1
7456,70,21,50,0,3
7457,298,26,94,0,1
7458,90,1,94,0,2
7459,110,24,21,0,3
7460,112,26,74,0,2
7461,69,21,54,5,3
7462,133,9,85,0,1
7463,126,12,4,0,2
7464,71,31,19,0,2
7465,67,9,54,0,2
7466,96,7,31,0,2
7467,83,19,30,0,2
7468,85,13,74,0,1
7469,124,3,64,1,1
7470,64,23,19,0,2
7471,64,23,70,1,1
7472,89,7,35,0,1
7473,99,25,23,0,2
7474,70,11,80,4,5
7475,61,34,11,2,3
7476,83,25,34,3,1
7477,67,3,54,0,1
7478,68,20,44,1,7
7479,71,13,75,0,3
7480,115,19,60,0,9
7481,112,30,29,1,3
7482,103,6,20,0,1
7483,71,31,79,0,1
7484,71,15,46,0,3
7485,73,14,36,2,1
7486,87,4,4,3,1
7487,72,17,11,1,3
7488,74,23,68,0,7
7489,111,6,59,0,3
7490,116,7,5,0,3
7491,71,28,76,0,2
7492,67,6,1,3,1
7493,64,12,57,0,1
7494,71,11,12,0,1
7495,117,28,31,0,1
7496,84,5,11,0,5
7497,62,5,54,0,1
7498,109,19,2,0,3
7499,100,27,58,0,2
7500,86,25,92,0,1
7501,65,17,50,0,2
7502,71,20,48,0,1
7503,73,8,90,0,1
7504,113,12,59,0,7
7505,111,6,51,0,4
7506,65,29,20,0,9
7507,103,34,80,0,5
7508,73,28,19,0,2
7509,122,26,9,1,1
7510,112,18,74,0,1
7511,78,15,27,0,1
7512,110,0,0,0,1
7513,63,11,2,0,1
7514,106,0,60,5,3
7515,114,2,88,0,6
7516,61,13,90,0,1
7517,111,23,19,0,3
7518,136,35,93,0,1
7519,68,10,10,0,1
7520,86,21,35,0,3
7521,72,12,61,0,6
7522,138,20,11,0,1
7523,119,3,52,5,2
7524,66,6,27,0,1
7525,72,2,94,5,4
7526,68,21,59,0,7
7527,187,6,49,0,1
7528,62,0,97,0,2
7529,71,9,94,0,3
7530,80,22,96,0,2
7531,88,6,97,0,1
7532,62,27,0,3,1
7533,111,2,72,2,7
7534,63,3,30,0,1
7535,64,16,42,1,5
7536,62,0,5,0,2
7537,65,7,22,0,2
7538,77,30,93,3,1
7539,67,14,75,0,3
7540,67,29,39,0,2
7541,61,17,1,1,7
7542,70,2,0,0,2
7543,69,2,70,1,1
7544,119,9,90,1,1
7545,61,12,17,0,6
7546,109,23,45,0,4
7547,115,14,33,0,4
7548,65,9,32,0,9
7549,67,7,84,0,5
7550,119,11,9,0,2
7551,170,10,4,2,3
7552,108,7,54,0,4
7553,61,24,84,0,6
7554,88,4,83,0,1
7555,91,12,6,0,1
7556,161,10,34,0,2
7557,65,1,55,2,1
7558,96,31,64,1,3
7559,61,2,83,0,6
7560,76,5,36,1,1
7561,95,15,42,0,2
7562,99,2,57,0,3
7563,73,6,19,0,2
7564,79,6,0,0,1
7565,67,19,50,0,2
7566,95,2,76,0,1
7567,104,8,74,0,3
7568,69,11,60,0,1
7569,70,24,10,0,1
7570,69,3,92,0,1
7571,65,6,35,0,7
7572,105,3,12,0,4
7573,65,16,33,1,1
7574,67,33,54,0,2
7575,61,24,95,0,1
7576,77,1,60,0,3
7577,114,26,34,0,7
7578,68,19,45,0,9
7579,65,24,47,0,1
7580,186,7,46,0,1
7581,72,33,53,0,1
7582,119,34,74,2,2
7583,81,26,58,0,1
