,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount
5000,16764,61,13,79,0,7,292
5001,39007,105,29,16,0,2,1023
5002,20290,113,6,75,0,3,766
5003,46182,65,23,27,0,2,2
5004,11920,74,20,27,0,7,355
5005,97162,86,0,63,0,1,32
5006,42743,117,5,86,1,6,101
5007,37657,64,18,59,0,2,40
5008,37657,87,4,4,3,1,420
5009,85789,105,18,54,2,2,122
5010,37657,82,24,86,0,2,588
5011,31349,93,10,32,0,1,446
5012,37256,62,15,7,0,2,128
5013,37657,69,2,76,0,3,331
5014,37657,102,27,29,0,5,848
5015,58166,67,3,19,0,1,91
5016,37657,63,4,55,1,3,453
5017,97361,73,6,85,0,2,350
5018,51937,193,5,40,0,9,850
5019,75921,106,32,4,0,1,609
5020,92766,71,17,15,0,2,379
5021,12964,65,2,37,0,4,362
5022,48117,88,4,51,0,3,422
5023,37657,77,17,41,0,2,554
5024,37657,118,18,66,1,2,966
5025,66152,111,14,18,0,1,532
5026,31093,64,1,22,0,1,274
5027,37657,107,15,58,1,1,513
5028,37657,166,4,49,0,4,1195
5029,19121,95,1,18,0,1,915
5030,37657,65,11,46,0,3,468
5031,68563,131,6,44,1,3,350
5032,24726,92,18,75,1,5,150
5033,37657,97,31,24,0,3,638
5034,51991,73,4,95,0,1,124
5035,37657,118,25,29,0,7,153
5036,89096,111,1,50,0,3,64
5037,23031,148,26,76,0,2,710
5038,29540,73,3,23,0,2,350
5039,58557,88,4,83,0,1,55
5040,88816,70,33,9,0,1,164
5041,37657,61,2,61,0,2,439
5042,61809,72,9,21,0,1,328
5043,58452,186,7,13,0,5,892
5044,57161,127,20,92,0,1,609
5045,37657,65,11,69,0,1,111
5046,90083,71,23,47,0,1,181
5047,57693,76,16,56,0,3,547
5048,37657,69,16,42,0,2,331
5049,44368,80,5,72,0,3,384
5050,68727,72,15,49,0,2,171
5051,40564,97,0,36,0,2,85
5052,51066,74,23,0,0,8,787
5053,37657,92,30,81,0,2,640
5054,90551,61,28,4,4,2,374
5055,37657,67,16,45,0,5,321
5056,21353,80,28,21,0,1,576
5057,37657,102,25,48,0,1,976
5058,55350,67,0,13,0,9,321
5059,80321,105,25,1,0,2,166
5060,94230,137,21,82,0,1,657
5061,53305,63,32,73,0,4,302
5062,55593,182,10,48,1,9,677
5063,37657,165,27,38,0,1,1853
5064,37657,94,12,3,0,2,676
5065,37657,87,3,43,0,1,132
5066,22158,74,8,92,0,1,355
5067,81605,67,7,74,0,1,424
5068,62219,69,7,73,0,4,243
5069,15587,71,11,48,0,1,136
5070,37657,84,18,25,1,4,481
5071,37657,116,7,57,0,2,835
5072,28505,88,0,93,0,2,422
5073,25918,104,7,30,0,2,996
5074,37657,261,33,44,0,1,2759
5075,34137,62,6,9,0,2,297
5076,21839,137,2,70,0,8,657
5077,20978,98,19,96,1,1,1176
5078,83392,71,30,80,0,3,125
5079,73661,128,34,47,0,3,404
5080,49793,121,3,55,0,1,640
5081,37657,65,3,71,0,1,686
5082,91890,107,30,28,0,7,156
5083,37657,65,16,61,0,9,468
5084,11885,101,18,39,0,2,484
5085,43000,109,27,9,0,2,676
5086,90043,63,12,21,0,2,203
5087,37657,72,34,46,0,2,345
5088,48567,130,12,15,0,1,624
5089,27510,159,5,28,3,1,871
5090,59124,70,18,31,2,1,173
5091,37657,119,20,89,3,1,856
5092,56531,170,34,24,3,1,816
5093,37657,139,2,33,1,2,667
5094,45277,191,19,0,0,2,916
5095,37657,65,12,57,3,1,368
5096,37657,73,18,45,0,5,350
5097,22886,65,9,81,0,3,312
5098,66685,67,35,50,2,2,38
5099,65775,72,16,98,0,4,171
5100,52972,74,3,68,0,1,355
5101,52979,72,14,53,0,4,345
5102,55436,67,7,44,0,2,321
5103,32116,132,10,42,0,1,277
5104,56070,74,5,73,0,2,87
5105,37657,62,32,31,0,3,690
5106,37657,116,12,76,1,2,835
5107,93621,100,16,20,0,1,59
5108,79192,70,11,74,0,1,336
5109,96853,98,34,68,0,2,565
5110,37657,83,25,91,4,1,355
5111,75121,73,12,22,0,6,171
5112,37657,117,2,41,0,1,842
5113,69959,63,9,3,0,2,401
5114,81400,104,6,19,0,2,499
5115,37657,98,33,87,1,1,705
5116,67523,72,35,21,0,7,345
5117,62366,108,22,87,0,8,51
5118,67134,131,5,63,1,6,277
5119,41479,94,14,38,1,1,19
5120,29697,66,0,58,4,1,316
5121,58577,110,6,62,0,1,303
5122,37657,106,7,44,0,4,508
5123,51144,61,28,32,1,9,223
5124,29587,76,25,4,0,3,422
5125,37657,157,17,1,0,2,753
5126,71499,112,25,61,0,5,537
5127,37657,106,23,45,0,5,763
5128,37657,126,4,59,0,2,907
5129,75740,64,13,11,0,1,128
5130,53262,62,11,18,4,2,223
5131,75180,77,15,30,3,1,154
5132,31196,62,26,57,4,9,342
5133,37657,186,0,67,2,5,1441
5134,34505,106,13,44,0,9,359
5135,37657,82,14,27,2,2,146
5136,37657,97,1,40,0,2,1154
5137,37937,116,11,42,0,5,556
5138,21897,139,19,67,0,2,667
5139,55994,92,19,75,2,2,441
5140,24067,132,12,2,0,6,633
5141,43630,99,33,30,0,3,475
5142,23811,130,20,8,0,1,624
5143,37657,62,11,45,0,1,446
5144,37657,100,17,21,2,4,648
5145,37657,124,6,34,0,1,595
5146,50562,79,19,34,0,9,545
5147,21514,62,0,59,0,2,257
5148,80355,187,24,92,1,2,897
5149,64125,108,3,44,0,3,369
5150,83800,62,11,44,0,1,196
5151,23840,64,32,66,0,7,307
5152,54834,72,23,13,0,8,186
5153,80277,112,6,40,1,2,36
5154,88430,66,7,17,1,2,316
5155,26255,88,21,4,0,3,52
5156,37657,95,16,1,0,1,684
5157,95715,119,0,52,2,2,148
5158,37657,70,22,67,3,1,336
5159,32437,69,4,73,0,1,473
5160,22726,65,25,73,0,3,312
5161,58092,72,7,56,1,2,202
5162,83365,109,27,7,1,4,523
5163,12153,69,23,9,1,8,438
5164,74028,118,10,16,0,2,53
5165,52707,90,33,66,1,6,432
5166,47451,87,0,31,1,6,417
5167,19864,63,22,96,0,1,352
5168,28513,100,4,22,1,2,480
5169,26242,74,5,69,0,1,347
5170,55067,110,3,21,1,2,353
5171,62291,100,1,53,0,3,480
5172,25048,167,0,11,0,5,801
5173,16654,79,23,31,0,7,379
5174,26887,113,32,67,0,2,542
5175,22784,70,11,68,0,2,224
5176,49345,69,10,12,0,7,251
5177,37657,70,4,63,0,2,622
5178,34307,92,33,62,2,1,186
5179,37657,95,19,41,1,9,629
5180,44096,72,28,65,1,2,345
5181,43204,64,31,19,3,1,246
5182,37657,92,3,7,0,2,441
5183,37657,117,13,69,0,1,842
5184,78596,118,1,70,0,1,133
5185,38925,112,10,48,0,1,241
5186,37657,119,9,8,0,3,571
5187,21885,108,7,29,0,1,52
5188,48345,67,7,1,0,7,212
5189,77993,62,26,10,0,1,297
5190,25748,90,9,23,0,1,117
5191,22520,73,17,64,0,3,350
5192,37657,95,1,69,0,2,579
5193,37657,73,6,11,0,1,350
5194,75986,115,11,44,0,3,89
5195,37657,205,14,63,0,4,1476
5196,58542,114,29,82,0,2,129
5197,43640,64,10,99,2,3,1
5198,86901,72,24,73,0,2,313
5199,94115,74,28,41,0,8,409
5200,37657,125,22,80,0,9,900
5201,65375,65,9,84,0,3,6
5202,44341,105,15,56,0,2,355
5203,24378,188,18,34,0,5,902
5204,93489,84,16,72,0,1,104
5205,69161,97,19,71,0,8,341
5206,60774,154,13,7,0,5,739
5207,37657,101,1,83,4,1,960
5208,54008,67,18,90,0,2,370
5209,37657,74,15,61,0,2,232
5210,44619,68,35,45,0,1,283
5211,16476,101,29,25,0,1,313
5212,73359,94,17,24,0,2,107
5213,25949,104,0,28,0,3,499
5214,62018,73,2,59,0,1,90
5215,41433,183,24,40,0,9,1317
5216,37657,238,29,90,1,4,1142
5217,68931,66,32,30,0,7,309
5218,37657,141,25,27,0,3,1015
5219,37657,104,24,49,0,6,748
5220,37657,64,35,59,0,1,286
5221,98044,73,5,53,0,2,347
5222,91354,68,30,26,0,2,361
5223,37657,109,5,20,4,7,605
5224,15083,115,25,14,0,2,552
5225,37657,61,21,24,0,2,370
5226,37657,107,15,63,0,8,1267
5227,37657,80,30,96,0,2,69
5228,37657,67,15,75,3,1,618
5229,22955,92,6,23,3,2,441
5230,37657,69,5,26,0,2,566
5231,51641,63,8,80,1,1,137
5232,10211,119,7,16,0,7,571
5233,37657,68,13,11,0,1,296
5234,37657,80,31,67,0,1,16
5235,33806,89,32,59,0,2,395
5236,50269,80,15,88,0,3,32
5237,18375,103,8,50,0,1,535
5238,24133,68,20,42,0,2,76
5239,88375,77,23,11,0,3,0
5240,88997,72,9,71,0,3,174
5241,37657,125,2,84,0,1,600
5242,23402,61,29,38,0,7,292
5243,46396,103,11,79,1,2,384
5244,37657,96,28,62,0,4,460
5245,37657,102,34,37,0,3,489
5246,33175,66,31,76,0,2,84
5247,63885,114,0,17,0,8,86
5248,92766,71,17,15,0,2,379
5249,45515,61,14,33,0,9,236
5250,37657,115,21,46,0,2,1163
5251,37703,70,11,51,0,1,83
5252,37657,68,9,1,0,6,489
5253,37657,122,8,32,0,6,684
5254,64987,66,17,90,0,1,182
5255,73180,64,27,43,0,3,132
5256,92766,71,17,15,0,2,379
5257,37657,119,29,54,2,1,571
5258,50071,71,3,32,0,1,18
5259,53058,91,16,44,4,3,209
5260,37657,127,11,86,0,3,22
5261,16370,74,4,54,0,2,296
5262,70521,63,13,26,0,2,302
5263,58007,81,23,71,0,2,518
5264,31670,179,33,3,0,1,1288
5265,37657,112,12,93,0,3,537
5266,37657,70,28,26,0,2,491
5267,62534,68,10,1,0,2,326
5268,26790,71,4,41,0,1,340
5269,37657,95,13,20,0,5,456
5270,56178,94,1,39,0,1,451
5271,28646,61,11,50,0,1,355
5272,31267,129,4,45,0,2,619
5273,78250,114,7,66,0,6,547
5274,37657,153,25,5,0,1,1027
5275,65636,67,15,72,0,2,321
5276,43177,103,34,74,0,1,420
5277,26733,66,7,55,0,5,218
5278,12590,73,22,1,0,2,132
5279,33481,188,28,46,0,2,1194
5280,37657,80,25,80,0,2,384
5281,25752,73,28,85,0,2,378
5282,27982,87,15,74,0,1,14
5283,29445,68,0,31,0,9,334
5284,47455,61,1,61,0,1,278
5285,64125,108,3,44,0,3,369
5286,56830,83,6,27,0,9,319
5287,58236,108,22,92,0,2,67
5288,54289,62,32,13,0,2,430
5289,37657,66,16,77,0,2,316
5290,47482,93,19,45,0,3,594
5291,60244,83,3,72,3,1,326
5292,20867,71,0,79,0,1,340
5293,98138,93,30,10,1,2,427
5294,37657,81,6,49,0,2,583
5295,20327,74,26,44,0,1,824
5296,11828,90,18,84,0,2,571
5297,50695,71,31,30,0,5,110
5298,37657,107,14,90,0,3,770
5299,98693,61,7,57,0,3,292
5300,54507,138,20,11,0,1,702
5301,89703,126,6,54,0,1,601
5302,37657,71,9,6,0,3,421
5303,37657,67,19,82,1,3,357
5304,70882,69,20,50,0,2,124
5305,60817,103,3,79,1,1,494
5306,72257,90,28,61,0,2,408
5307,90008,137,13,3,0,2,406
5308,93987,65,9,1,0,1,251
5309,81872,115,10,55,0,2,256
5310,60221,67,3,17,0,2,238
5311,33651,69,21,37,1,2,328
5312,37657,61,22,94,0,2,216
5313,75741,109,31,59,0,7,217
5314,38086,96,17,10,0,7,243
5315,38725,64,12,58,0,2,307
5316,20132,86,5,61,3,2,412
5317,37657,105,0,47,0,2,451
5318,44299,106,25,76,5,2,754
5319,98917,139,18,21,0,1,336
5320,91535,67,35,13,1,2,126
5321,53484,70,12,12,0,2,333
5322,45318,103,17,27,0,8,494
5323,46897,70,16,47,0,3,344
5324,40135,80,29,70,0,1,78
5325,38606,68,16,99,0,3,413
5326,56550,73,22,41,3,2,162
5327,61146,65,7,68,0,6,273
5328,36409,66,26,33,0,2,316
5329,90035,80,28,38,0,3,141
5330,39669,98,13,63,0,2,492
5331,57963,61,11,63,0,1,42
5332,81872,115,10,55,0,2,256
5333,25965,65,23,27,0,1,329
5334,59662,85,6,76,0,1,10
5335,27906,102,5,57,0,1,489
5336,51032,83,5,56,0,1,349
5337,83771,133,26,18,0,1,482
5338,57052,115,7,56,1,4,483
5339,51510,106,11,17,0,1,688
5340,34819,61,0,31,0,6,185
5341,31189,122,18,10,0,2,585
5342,32180,103,3,28,0,1,558
5343,27500,114,25,47,0,2,472
5344,67018,94,11,17,0,4,104
5345,37657,77,32,0,0,1,436
5346,37657,199,7,93,0,2,1062
5347,33588,62,2,64,0,2,419
5348,56270,83,23,2,0,4,398
5349,82800,70,12,94,0,2,442
5350,37657,68,2,70,0,2,425
5351,63891,119,13,13,0,1,7
5352,43946,133,13,83,0,2,415
5353,62039,68,8,30,1,8,265
5354,60475,107,9,18,0,1,513
5355,70279,71,17,25,0,7,331
5356,37657,93,4,63,0,1,446
5357,66676,97,0,40,0,1,558
5358,12048,77,6,46,0,1,369
5359,37657,68,29,91,0,6,326
5360,37657,68,34,37,0,6,619
5361,36094,99,28,50,1,5,456
5362,37657,61,0,31,0,2,439
5363,63328,89,19,19,0,9,427
5364,37657,112,6,0,0,1,587
5365,36121,118,7,91,0,4,1107
5366,56005,68,31,30,1,3,326
5367,48597,71,12,63,5,1,305
5368,37657,81,21,37,0,4,583
5369,42540,70,15,52,0,2,43
5370,87544,109,28,92,1,3,523
5371,26292,80,1,81,2,2,384
5372,42696,228,17,50,0,9,1273
5373,88009,71,29,21,0,1,266
5374,37657,97,27,17,0,1,1026
5375,37657,66,16,35,4,1,316
5376,16181,181,22,79,0,8,1261
5377,37657,62,20,88,0,6,446
5378,75438,136,11,97,0,1,438
5379,37657,73,25,5,0,1,842
5380,27681,83,13,62,0,9,398
5381,23444,196,7,62,0,2,940
5382,63684,68,6,87,0,1,343
5383,61737,107,21,65,0,1,495
5384,37657,113,32,66,0,2,813
5385,52373,111,2,37,0,9,186
5386,58213,79,22,50,0,1,39
5387,74142,83,24,60,0,1,398
5388,37657,109,31,74,0,3,784
5389,49746,111,4,85,3,1,589
5390,37657,129,13,4,0,7,1059
5391,37657,104,35,79,0,3,499
5392,39854,66,6,4,0,7,261
5393,36650,69,2,70,1,1,56
5394,32756,93,18,67,0,2,381
5395,36268,86,2,22,1,2,531
5396,23815,73,4,47,0,2,424
5397,37657,107,3,65,0,3,513
5398,39188,74,9,2,0,3,355
5399,58089,118,31,83,0,1,566
5400,62120,74,5,39,0,8,28
5401,26540,69,15,4,0,1,378
5402,28215,65,15,26,0,3,468
5403,61675,123,35,54,0,2,482
5404,37657,100,16,36,0,2,480
5405,69600,74,35,28,0,1,341
5406,40982,62,6,88,0,1,106
5407,74015,72,12,61,0,6,471
5408,37657,94,6,61,0,1,1121
5409,37657,79,28,94,0,1,509
5410,29439,146,4,10,0,2,700
5411,37657,108,26,94,0,4,518
5412,74015,72,12,61,0,6,471
5413,67881,79,6,70,0,4,391
5414,96162,97,9,91,0,4,376
5415,39049,63,30,34,0,2,294
5416,29808,105,18,38,1,3,52
5417,65727,134,14,15,0,6,363
5418,37657,62,30,29,1,1,446
5419,22283,65,16,93,0,1,572
5420,37435,105,3,22,0,1,314
5421,27756,71,6,52,0,8,735
5422,86876,68,9,3,0,2,118
5423,37657,114,21,41,0,4,863
5424,34062,91,23,51,0,3,603
5425,37657,73,17,44,0,7,496
5426,37657,69,7,10,0,1,331
5427,78358,128,6,75,0,3,614
5428,12222,67,8,70,1,1,321
5429,41247,64,17,6,0,1,307
5430,13663,97,1,66,0,2,465
5431,25531,74,27,52,0,1,355
5432,58643,74,33,58,0,3,329
5433,48107,190,6,34,2,2,912
5434,18643,119,34,41,0,5,571
5435,37657,102,13,89,0,2,401
5436,58645,110,15,44,0,2,427
5437,95058,177,11,90,0,1,89
5438,37657,87,16,83,0,8,1032
5439,19715,66,25,11,4,5,475
5440,68787,66,7,64,0,1,105
5441,29056,66,19,2,0,2,355
5442,47829,117,23,37,1,1,561
5443,13128,118,11,21,0,1,771
5444,58946,121,5,87,0,1,486
5445,31614,71,26,69,0,4,234
5446,44667,65,25,53,0,2,245
5447,37657,111,33,76,0,1,937
5448,91512,189,6,86,0,1,907
5449,26540,69,13,65,1,5,331
5450,37657,103,35,76,0,1,741
5451,38798,72,24,48,0,1,332
5452,37657,117,0,6,0,4,561
5453,65629,64,21,28,0,3,89
5454,33291,73,30,2,1,2,172
5455,57264,84,0,30,1,2,129
5456,60970,110,20,10,0,2,94
5457,34220,109,23,71,1,1,523
5458,88997,72,9,71,0,3,174
5459,18779,63,10,65,0,4,215
5460,50825,102,3,46,0,3,369
5461,37657,86,18,41,0,1,569
5462,29218,72,33,40,0,2,502
5463,95697,61,16,55,0,1,114
5464,61486,70,2,65,0,3,334
5465,37657,68,6,25,0,2,326
5466,17723,72,3,40,0,3,345
5467,72421,65,8,23,0,1,312
5468,36510,84,10,36,0,6,286
5469,35396,70,32,12,0,3,336
5470,69230,63,31,13,0,1,283
5471,28054,195,1,63,1,1,571
5472,25866,109,20,56,0,1,523
5473,23675,117,4,31,0,7,707
5474,37657,71,22,45,0,1,340
5475,37657,66,6,71,2,1,433
5476,37657,68,16,81,0,6,326
5477,28142,105,18,50,0,1,701
5478,23706,68,1,56,1,2,326
5479,37657,131,0,80,0,1,628
5480,37657,85,34,31,0,3,872
5481,83527,64,19,27,1,3,39
5482,26876,76,17,72,0,8,364
5483,55099,122,33,86,0,3,260
5484,71661,65,7,92,0,4,312
5485,18047,242,5,50,0,2,1350
5486,90893,70,8,82,0,1,70
5487,90016,102,28,34,4,2,20
5488,81285,81,18,2,2,1,441
5489,96950,115,20,74,0,2,633
5490,24814,69,31,48,0,2,331
5491,37657,90,14,16,3,2,648
5492,37657,61,17,14,1,1,60
5493,52572,113,30,22,0,3,441
5494,37657,85,27,29,0,1,595
5495,41701,68,16,74,0,2,64
5496,37657,104,26,66,0,2,499
5497,37657,80,7,77,0,2,384
5498,34179,107,15,26,0,2,770
5499,27681,83,13,62,0,9,398
5500,37657,73,34,2,0,4,359
5501,37657,70,19,66,1,2,504
5502,78494,69,21,53,0,2,78
5503,37657,66,18,95,2,1,316
5504,56044,182,27,32,0,2,952
5505,37937,116,11,42,0,5,556
5506,77853,106,12,76,0,1,165
5507,72608,82,26,19,3,8,393
5508,36568,128,28,34,0,6,978
5509,37657,110,17,58,2,3,796
5510,59578,98,1,50,1,1,403
5511,26032,109,18,25,0,3,638
5512,39618,68,0,55,0,1,326
5513,37657,65,8,47,0,1,625
5514,59438,124,33,55,0,1,562
5515,37657,112,12,93,0,3,537
5516,37657,87,2,55,0,1,401
5517,89451,63,11,2,0,1,61
5518,44695,91,26,88,0,2,147
5519,24581,101,2,86,0,2,484
5520,37657,73,27,95,1,6,194
5521,72334,129,26,66,3,6,412
5522,19831,83,8,88,0,7,398
5523,40361,98,3,98,0,1,71
5524,74656,111,0,6,0,2,504
5525,25358,126,1,13,0,2,750
5526,35461,95,26,57,1,1,9
5527,59047,76,2,73,3,2,364
5528,62409,89,16,50,0,2,392
5529,93272,95,3,54,0,1,281
5530,37657,135,18,48,0,4,970
5531,20166,83,19,28,0,1,398
5532,37657,74,13,68,0,1,355
5533,29735,69,3,92,0,1,331
5534,37657,64,1,63,0,2,772
5535,97460,114,20,62,0,2,660
5536,57564,63,5,48,1,1,302
5537,33232,94,21,81,0,2,435
5538,11854,113,19,64,0,2,807
5539,23843,79,1,42,0,5,344
5540,17961,181,28,51,0,3,476
5541,37657,64,17,84,0,3,360
5542,54695,103,6,94,0,5,494
5543,85632,82,23,4,0,1,7
5544,37657,139,5,56,0,2,667
5545,37657,76,11,14,4,3,277
5546,39895,160,32,45,0,2,765
5547,95815,82,6,95,0,3,393
5548,37224,74,8,23,0,2,355
5549,37657,122,2,73,0,5,1100
5550,94652,86,18,88,0,3,412
5551,28582,112,27,24,0,2,537
5552,91123,138,32,70,3,8,103
5553,85942,116,16,36,2,5,79
5554,64321,253,4,75,0,2,422
5555,77025,64,18,44,2,3,380
5556,16997,65,35,62,3,1,468
5557,52408,125,13,12,0,9,179
5558,37657,116,7,73,1,7,556
5559,37573,112,3,21,3,3,537
5560,45893,97,3,75,0,2,465
5561,37657,96,31,34,0,1,460
5562,29385,88,18,8,2,1,422
5563,21509,81,24,24,1,2,413
5564,68144,70,29,98,4,2,336
5565,31093,63,3,78,0,3,302
5566,24350,73,6,89,3,1,350
5567,32823,100,1,36,0,8,480
5568,44843,105,14,34,0,3,391
5569,59364,67,25,56,0,5,321
5570,39101,99,34,24,0,1,167
5571,37657,90,2,46,1,3,432
5572,27604,92,20,45,1,9,441
5573,91603,64,18,37,5,8,307
5574,59828,104,25,49,0,8,499
5575,33247,72,26,47,0,1,284
5576,45867,126,31,12,0,1,604
5577,54827,64,17,88,0,3,132
5578,37657,64,12,56,3,1,307
5579,47170,139,4,57,0,3,667
5580,21947,83,17,66,0,1,366
5581,39018,117,11,94,0,2,561
5582,20252,71,0,64,0,3,198
5583,37657,88,29,81,0,1,633
5584,48602,70,30,46,0,5,487
5585,97849,62,32,45,0,2,183
5586,41479,94,14,38,1,1,19
5587,69746,74,17,91,0,1,225
5588,96748,96,13,68,0,9,460
5589,25074,112,17,8,0,2,537
5590,66463,68,28,80,0,1,326
5591,34865,69,15,16,0,1,255
5592,37399,116,30,22,0,3,392
5593,21070,195,6,47,0,2,1404
5594,31562,66,9,5,4,7,316
5595,54684,71,28,49,2,3,487
5596,37388,117,30,21,0,5,561
5597,84981,96,6,96,0,1,4
5598,24046,116,27,47,0,1,556
5599,20993,133,35,90,0,1,638
5600,48029,116,9,79,0,7,556
5601,16233,197,17,68,0,1,1418
5602,30718,67,26,49,1,1,321
5603,60277,65,32,19,0,7,146
5604,37657,107,6,63,0,8,770
5605,31911,68,13,65,0,1,245
5606,61402,62,1,69,0,3,252
5607,34335,101,18,55,0,3,484
5608,71467,86,5,34,0,2,324
5609,37657,74,25,60,0,9,532
5610,36168,90,16,14,0,1,432
5611,58357,137,27,76,2,1,708
5612,29692,77,3,53,0,2,449
5613,29215,67,7,15,0,2,327
5614,37657,61,14,4,0,3,486
5615,26841,74,33,17,1,1,418
5616,34837,139,4,2,1,4,667
5617,33068,61,6,77,1,6,213
5618,44820,133,12,62,3,1,336
5619,49564,193,22,82,0,2,286
5620,19581,61,32,27,0,1,377
5621,37657,74,33,24,0,2,532
5622,23129,70,10,74,0,2,491
5623,37657,138,23,93,0,3,1376
5624,25411,86,8,73,0,8,242
5625,28513,100,4,22,1,2,480
5626,69346,63,27,42,1,2,246
5627,74835,133,14,89,0,7,107
5628,43282,72,3,3,0,3,166
5629,11276,91,22,10,1,2,436
5630,37657,62,11,52,2,1,311
5631,10037,71,14,29,0,3,292
5632,21986,63,1,9,0,1,333
5633,85609,136,22,17,0,1,652
5634,86347,130,17,93,0,2,593
5635,20368,72,30,36,0,1,345
5636,25778,68,29,34,0,3,20
5637,43860,65,15,58,0,1,156
5638,93303,65,11,96,0,5,40
5639,67467,61,4,22,0,9,365
5640,30598,106,13,21,0,1,508
5641,55350,67,0,13,0,9,321
5642,11432,119,11,9,0,2,571
5643,27093,61,10,19,0,1,292
5644,37657,108,32,95,0,1,777
5645,37657,197,3,85,0,9,1418
5646,38961,62,5,19,0,1,297
5647,51840,94,10,75,0,2,33
5648,79181,72,1,24,0,1,241
5649,14072,71,13,3,0,2,511
5650,56225,97,10,95,0,3,465
5651,14909,199,31,95,0,6,1238
5652,26876,76,17,72,0,8,364
5653,68401,88,14,14,0,1,242
5654,29730,72,1,76,0,3,463
5655,35577,130,1,6,0,1,574
5656,41958,66,15,49,1,1,206
5657,77915,115,4,61,0,2,552
5658,15514,74,20,24,0,1,355
5659,29505,284,2,70,0,1,1979
5660,31356,68,25,13,0,2,326
5661,31456,199,5,61,0,1,436
5662,95284,69,6,35,0,4,327
5663,37657,98,7,24,0,9,931
5664,62864,104,20,14,0,1,171
5665,22842,65,20,53,0,9,468
5666,67186,66,22,20,0,2,184
5667,37657,87,14,67,0,3,417
5668,68946,71,15,31,0,8,309
5669,56680,100,9,78,2,3,480
5670,18866,126,4,62,0,1,604
5671,82875,70,5,20,0,1,455
5672,37657,109,25,61,2,1,523
5673,84863,138,28,40,0,1,691
5674,37657,127,24,58,0,1,609
5675,54753,61,5,99,0,1,292
5676,76381,116,23,33,0,4,556
5677,59523,78,0,62,1,8,343
5678,56017,71,1,98,0,6,51
5679,14306,74,31,22,3,7,355
5680,21359,101,25,5,0,1,484
5681,86101,102,4,73,0,1,344
5682,25998,71,16,38,0,2,791
5683,64341,61,4,81,0,1,79
5684,36060,165,27,55,0,1,774
5685,61894,67,22,38,0,4,266
5686,26721,65,18,64,3,2,312
5687,59940,94,17,9,0,3,303
5688,45971,138,15,91,0,1,139
5689,80055,100,30,83,0,1,121
5690,58345,98,1,6,0,6,346
5691,37657,71,33,48,3,7,143
5692,76549,132,3,5,0,3,616
5693,36212,73,25,57,0,2,119
5694,37657,131,18,41,0,3,628
5695,73597,114,5,8,5,2,485
5696,63762,99,13,55,0,4,108
5697,32787,86,3,86,0,7,568
5698,94962,67,10,48,4,1,321
5699,37657,256,30,32,0,1,1943
5700,73809,125,5,57,0,1,537
5701,13037,124,28,49,0,1,839
5702,37657,88,5,85,0,1,989
5703,75272,103,22,10,0,1,71
5704,39278,66,29,45,0,1,65
5705,36913,62,22,37,0,9,90
5706,37657,74,19,11,1,3,407
5707,13528,86,21,35,0,3,412
5708,37657,137,17,5,0,1,986
5709,37657,65,3,95,1,1,768
5710,37657,72,32,14,0,1,405
5711,12617,108,5,43,0,8,648
5712,42754,65,5,56,4,2,279
5713,37657,155,23,62,0,5,1116
5714,76157,116,15,80,0,1,556
5715,37657,66,19,29,0,8,469
5716,58958,231,31,74,0,2,1108
5717,37657,107,5,8,0,3,740
5718,37657,98,0,57,0,2,705
5719,34430,65,6,15,0,2,184
5720,13411,127,27,81,0,7,609
5721,73758,74,24,87,0,7,301
5722,37657,116,34,82,2,1,1397
5723,17130,198,1,58,0,2,950
5724,37657,92,30,64,3,9,662
5725,37657,134,15,92,1,8,1353
5726,10517,92,14,65,0,3,441
5727,58842,110,6,74,0,1,528
5728,22355,71,27,9,3,2,340
5729,37657,223,26,40,5,7,1605
5730,21137,61,29,62,1,6,292
5731,37657,99,16,65,2,3,712
5732,78255,95,14,88,0,2,456
5733,35625,65,10,56,1,3,288
5734,87957,61,31,63,0,2,308
5735,25915,64,13,62,0,7,317
5736,62464,109,23,45,0,4,400
5737,37657,131,34,61,0,9,628
5738,49529,78,4,78,0,3,234
5739,23376,78,19,18,0,1,374
5740,37657,81,21,78,0,1,583
5741,67952,71,16,0,0,1,167
5742,25251,66,13,43,0,2,316
5743,20497,65,17,94,0,2,425
5744,68420,104,5,27,1,2,499
5745,24711,122,31,93,0,1,259
5746,76530,119,35,9,4,2,254
5747,98333,99,16,69,1,1,459
5748,37657,139,5,56,0,2,667
5749,37657,106,25,47,1,1,1116
5750,37657,153,25,5,0,1,1027
5751,37657,74,18,29,0,8,532
5752,24695,82,0,88,0,1,393
5753,26287,111,6,11,0,8,279
5754,83846,74,22,94,3,2,355
5755,76081,68,14,3,0,2,384
5756,14957,66,24,68,0,8,316
5757,41727,117,18,84,1,2,82
5758,89092,68,31,30,2,3,91
5759,53986,70,22,37,1,2,127
5760,49853,109,17,47,0,1,679
5761,36670,189,30,44,0,3,907
5762,43626,67,9,80,0,1,321
5763,37657,70,6,18,0,1,504
5764,76505,65,32,89,0,2,144
5765,66216,103,34,58,0,2,96
5766,52497,63,22,46,0,2,302
5767,20090,109,10,59,0,2,523
5768,37657,185,7,47,2,2,1543
5769,37751,93,15,42,0,3,56
5770,54840,72,18,59,3,2,468
5771,31986,111,13,83,0,6,532
